City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Jinji,CN,2022-01-30 19:40:26,23.2281,110.8261,50.13,77,95,4.29
296,Clyde River,CA,2022-01-30 19:40:26,70.4692,-68.5914,-19.97,69,75,3.44
297,Vostok,RU,2022-01-30 19:40:27,46.4856,135.8833,-21.96,99,56,3.47
298,Kasane,BW,2022-01-30 19:40:27,-17.8167,25.15,66.31,95,99,3.76
299,Kahului,US,2022-01-30 19:39:55,20.8947,-156.47,77.85,57,0,5.75
300,Malakal,SS,2022-01-30 19:40:27,9.5334,31.6605,78.44,19,67,8.23
301,Tutoia,BR,2022-01-30 19:40:28,-2.7619,-42.2744,87.78,71,96,11.79
302,Itaituba,BR,2022-01-30 19:40:28,-4.2761,-55.9836,82.56,78,40,9.22
303,Sinnamary,GF,2022-01-30 19:40:28,5.3833,-52.95,78.67,82,50,9.98
304,Machico,PT,2022-01-30 19:40:28,32.7,-16.7667,66.13,86,40,13.8
305,Turayf,SA,2022-01-30 19:40:29,31.6725,38.6637,44.85,53,0,16.11
306,Den Helder,NL,2022-01-30 19:40:29,52.9599,4.7593,43.02,73,100,13.0
307,Ixtapa,MX,2022-01-30 19:35:57,20.7,-105.2,76.23,57,0,8.05
308,Qaanaaq,GL,2022-01-30 19:40:29,77.484,-69.3632,-7.87,71,100,8.3
309,Gharghoda,IN,2022-01-30 19:40:29,22.1667,83.35,57.6,33,34,3.2
310,Shingu,JP,2022-01-30 19:40:30,33.7333,135.9833,35.51,77,92,7.61
311,Kavaratti,IN,2022-01-30 19:40:30,10.5669,72.642,81.34,72,15,10.92
312,San Cristobal,VE,2022-01-30 19:37:36,7.7669,-72.225,71.78,56,99,6.13
313,Constitucion,CL,2022-01-30 19:40:30,-35.3333,-72.4167,69.12,65,9,19.82
314,Hurghada,EG,2022-01-30 19:37:52,27.2574,33.8129,59.04,41,0,9.22
315,Partur,IN,2022-01-30 19:40:31,19.6,76.2167,65.3,24,0,5.39
316,Nome,US,2022-01-30 19:40:31,64.5011,-165.4064,-6.9,77,0,0.0
317,Roald,NO,2022-01-30 19:40:25,62.5833,6.1333,34.32,93,75,6.91
318,Tomatlan,MX,2022-01-30 19:40:31,19.9333,-105.25,86.9,36,3,10.65
319,Kruisfontein,ZA,2022-01-30 19:40:32,-34.0033,24.7314,72.88,91,95,8.37
320,Okha,RU,2022-01-30 19:40:32,53.5739,142.9478,9.55,93,100,21.99
321,Tuatapere,NZ,2022-01-30 19:40:05,-46.1333,167.6833,60.82,82,6,2.04
322,Baykit,RU,2022-01-30 19:41:32,61.67,96.37,-7.83,100,100,0.22
323,Belmonte,BR,2022-01-30 19:41:32,-15.8631,-38.8828,86.5,71,30,11.97
324,Kjollefjord,NO,2022-01-30 19:41:33,70.9457,27.3465,32.05,64,71,21.79
325,Bend,US,2022-01-30 19:41:33,44.0582,-121.3153,46.6,40,0,7.0
326,Manzanillo,CU,2022-01-30 19:41:33,20.3433,-77.1167,70.86,58,98,14.5
327,Waipawa,NZ,2022-01-30 19:41:34,-41.4122,175.5153,58.3,76,95,5.79
328,Kavieng,PG,2022-01-30 19:41:34,-2.5744,150.7967,81.03,75,67,1.83
329,Faya,SA,2022-01-30 19:41:34,18.3851,42.4509,57.31,81,14,5.03
330,Kirakira,SB,2022-01-30 19:41:34,-10.4544,161.9205,81.09,82,100,4.07
331,Chuy,UY,2022-01-30 19:37:16,-33.6971,-53.4616,78.87,53,64,13.62
332,Aquin,HT,2022-01-30 19:41:35,18.2833,-73.4,82.2,61,32,2.28
333,Beringovskiy,RU,2022-01-30 19:36:51,63.05,179.3167,-12.01,100,100,8.93
334,Tiksi,RU,2022-01-30 19:41:35,71.6872,128.8694,-17.84,100,98,4.43
335,Ous,RU,2022-01-30 19:41:35,60.9058,61.5186,-7.38,100,100,1.3
336,Preobrazheniye,RU,2022-01-30 19:41:36,42.9019,133.9064,11.62,70,3,8.81
337,Rocha,UY,2022-01-30 19:37:36,-34.4833,-54.3333,81.99,46,0,9.46
338,Hearst,CA,2022-01-30 19:41:36,49.6835,-83.6665,-1.95,83,100,6.46
339,Pangnirtung,CA,2022-01-30 19:41:36,66.1451,-65.7125,-18.4,63,40,0.0
340,Gravdal,NO,2022-01-30 19:41:37,68.1214,13.5031,30.09,86,75,11.5
341,Livingstone,ZM,2022-01-30 19:41:37,-17.8419,25.8543,66.54,99,100,4.03
342,Mezhdurechensk,RU,2022-01-30 19:41:37,53.6942,88.0603,-4.13,98,14,3.06
343,Tahta,EG,2022-01-30 19:41:37,26.7693,31.5021,55.72,41,25,6.08
344,Krasnaya Gorka,RU,2022-01-30 19:41:38,55.1962,56.6673,18.91,97,99,3.91
345,Mangai,CD,2022-01-30 19:41:38,-4.05,19.5333,79.11,66,100,1.83
346,Paamiut,GL,2022-01-30 19:41:38,61.994,-49.6678,10.08,77,100,4.79
347,Portsmouth,GB,2022-01-30 19:41:38,50.799,-1.0913,45.5,90,100,5.01
348,Shubarshi,KZ,2022-01-30 19:41:39,48.5872,57.1869,23.27,94,100,12.39
349,Mukhen,RU,2022-01-30 19:41:39,48.1,136.1,-18.56,98,77,3.13
350,Hibbing,US,2022-01-30 19:41:39,47.4272,-92.9377,17.85,46,40,4.61
351,Labuan,MY,2022-01-30 19:41:39,5.2767,115.2417,77.36,94,20,3.0
352,Springbok,ZA,2022-01-30 19:41:40,-29.6643,17.8865,79.77,37,64,2.75
353,Lagoa,PT,2022-01-30 19:41:40,39.05,-27.9833,57.9,69,18,23.82
354,Manggar,ID,2022-01-30 19:41:40,-2.8833,108.2667,78.13,80,100,5.48
355,Palampur,IN,2022-01-30 19:41:40,32.1167,76.5333,44.92,57,75,6.04
356,Rawson,AR,2022-01-30 19:41:41,-43.3002,-65.1023,62.1,41,53,18.03
357,Umm Lajj,SA,2022-01-30 19:41:41,25.0213,37.2685,65.55,59,100,10.07
358,Letka,RU,2022-01-30 19:41:41,59.6011,49.4232,6.3,98,91,4.7
359,Souillac,MU,2022-01-30 19:41:36,-20.5167,57.5167,80.98,83,40,13.8
360,Ngunguru,NZ,2022-01-30 19:41:42,-35.6167,174.5,69.17,73,84,15.14
361,Zheleznodorozhnyy,RU,2022-01-30 19:41:42,55.7503,38.0042,25.32,95,100,11.25
362,Nanortalik,GL,2022-01-30 19:41:42,60.1432,-45.2371,18.72,67,100,15.39
363,Apastovo,RU,2022-01-30 19:41:42,55.2029,48.5109,8.91,100,100,3.13
364,Sambava,MG,2022-01-30 19:41:34,-14.2667,50.1667,78.21,86,69,12.77
365,Narrabri,AU,2022-01-30 19:41:43,-30.3167,149.7833,67.51,87,12,2.53
366,San Juan,AR,2022-01-30 19:42:43,-31.5375,-68.5364,94.73,23,2,11.07
367,Sorland,NO,2022-01-30 19:42:43,67.667,12.6934,33.66,47,97,9.78
368,Chino Valley,US,2022-01-30 19:42:44,34.7575,-112.4538,58.51,37,0,1.99
369,Burgeo,CA,2022-01-30 19:42:44,47.6167,-57.6152,27.27,75,100,34.29
370,Honiara,SB,2022-01-30 19:42:44,-9.4333,159.95,78.39,86,100,1.36
371,Port-Gentil,GA,2022-01-30 19:40:17,-0.7193,8.7815,81.27,79,100,8.75
372,Bodden Town,KY,2022-01-30 19:42:44,19.2833,-81.25,73.99,54,75,13.0
373,Son La,VN,2022-01-30 19:42:45,21.3167,103.9,51.87,91,100,3.74
374,Vanimo,PG,2022-01-30 19:42:45,-2.6741,141.3028,76.33,89,100,7.58
375,Sol-Iletsk,RU,2022-01-30 19:42:45,51.1631,54.9918,29.08,95,100,17.02
376,Hambantota,LK,2022-01-30 19:42:46,6.1241,81.1185,76.68,88,7,12.3
377,Mogadishu,SO,2022-01-30 19:42:46,2.0371,45.3438,77.31,82,100,22.1
378,Gacko,BA,2022-01-30 19:42:46,43.1672,18.5353,24.93,90,13,5.61
379,Jimma,ET,2022-01-30 19:42:46,7.6667,36.8333,64.15,37,62,2.57
380,Gallup,US,2022-01-30 19:42:47,35.5281,-108.7426,45.36,52,75,3.0
381,Sosva,RU,2022-01-30 19:42:47,59.1766,61.8558,1.51,98,100,1.88
382,Nueve De Julio,AR,2022-01-30 19:42:47,-35.4444,-60.8831,87.71,40,0,7.83
383,Saint-Joseph,RE,2022-01-30 19:42:47,-21.3667,55.6167,77.38,80,30,13.8
384,Kununurra,AU,2022-01-30 19:38:51,-15.7667,128.7333,80.58,78,100,10.36
385,Maharajganj,IN,2022-01-30 19:42:48,27.1333,83.5667,53.24,76,0,4.76
386,Goderich,CA,2022-01-30 19:42:48,43.7501,-81.7165,23.92,68,98,8.05
387,Seydi,TM,2022-01-30 19:42:48,39.4816,62.9137,36.99,67,6,9.53
388,Nagato,JP,2022-01-30 19:42:48,34.3833,131.2,40.91,59,87,13.49
389,Mirabela,BR,2022-01-30 19:42:49,-16.2628,-44.1644,86.25,85,100,3.02
390,Ambilobe,MG,2022-01-30 19:41:19,-13.2,49.05,75.43,93,100,2.21
391,Zheshart,RU,2022-01-30 19:42:49,62.0731,49.5733,0.64,99,69,3.38
392,Bathsheba,BB,2022-01-30 19:42:49,13.2167,-59.5167,83.01,61,40,19.57
393,Davila,PH,2022-01-30 19:42:50,18.4726,120.5763,74.14,80,43,25.97
394,Christchurch,NZ,2022-01-30 19:42:15,-43.5333,172.6333,68.0,76,23,1.99
395,Mitu,CO,2022-01-30 19:42:50,1.1983,-70.1733,92.35,29,6,5.17
396,Zhigansk,RU,2022-01-30 19:42:50,66.7697,123.3711,-33.21,100,98,1.43
397,La Paz,BO,2022-01-30 19:42:50,-16.5,-68.15,53.58,87,75,4.61
398,Mathbaria,BD,2022-01-30 19:42:51,22.2876,89.9593,58.35,53,0,3.18
399,Mackay,AU,2022-01-30 19:42:51,-21.15,149.2,78.78,89,40,12.66
400,Kinablangan,PH,2022-01-30 19:42:51,7.6947,126.5503,76.41,84,22,4.81
401,Akyab,MM,2022-01-30 19:42:52,20.15,92.9,60.42,62,0,11.12
402,Xichang,CN,2022-01-30 19:42:52,27.8964,102.2634,37.83,79,97,3.62
403,Billings,US,2022-01-30 19:41:49,45.7833,-108.5007,50.5,27,75,17.27
404,Kulhudhuffushi,MV,2022-01-30 19:42:52,6.6221,73.07,80.92,76,36,8.7
405,Gamboula,CF,2022-01-30 19:42:52,4.1178,15.1393,75.6,22,100,2.53
406,Genhe,CN,2022-01-30 19:42:53,50.7833,121.5167,-18.87,100,31,1.14
407,Praia,CV,2022-01-30 19:42:53,14.9215,-23.5087,70.34,68,75,19.57
408,Dakar,SN,2022-01-30 19:42:53,14.6937,-17.4441,71.73,78,100,19.57
409,Baghdad,IQ,2022-01-30 19:40:54,33.3406,44.4009,46.31,57,0,3.44
410,Qasigiannguit,GL,2022-01-30 19:42:53,68.8193,-51.1922,8.85,76,100,7.7
411,Elko,US,2022-01-30 19:42:54,41.0002,-115.5012,38.05,57,4,1.99
412,Mastic Beach,US,2022-01-30 19:42:54,40.7668,-72.8521,28.2,49,0,3.0
413,Luwuk,ID,2022-01-30 19:42:54,-0.9516,122.7875,77.61,80,100,4.23
414,Sao Gabriel Da Cachoeira,BR,2022-01-30 19:42:55,-0.1303,-67.0892,85.8,70,40,2.3
415,Qui Nhon,VN,2022-01-30 19:43:55,13.7667,109.2333,75.02,84,89,6.17
416,Srednekolymsk,RU,2022-01-30 19:43:55,67.45,153.6833,-23.66,99,100,5.59
417,Ishinomaki,JP,2022-01-30 19:43:55,38.4167,141.3,29.01,65,24,18.99
418,Mbandaka,CD,2022-01-30 19:43:56,0.0487,18.2603,80.91,33,100,3.58
419,Bonavista,CA,2022-01-30 19:43:56,48.6499,-53.1147,37.4,73,100,35.9
420,Balkanabat,TM,2022-01-30 19:43:56,39.5108,54.3671,45.54,48,91,8.86
421,Socorro,US,2022-01-30 19:43:56,31.6546,-106.3033,63.03,30,40,0.0
422,Stavrovo,RU,2022-01-30 19:43:57,56.1331,40.013,21.34,95,100,10.76
423,Coahuayana,MX,2022-01-30 19:42:50,18.7333,-103.6833,89.62,28,0,7.16
424,Saint Anthony,US,2022-01-30 19:43:57,45.0205,-93.218,23.2,66,0,0.0
425,Wattegama,LK,2022-01-30 19:43:57,6.7989,81.4808,72.25,96,34,4.05
426,Makokou,GA,2022-01-30 19:43:57,0.5738,12.8642,76.17,58,100,2.06
427,Kananga,CD,2022-01-30 19:43:58,-5.8958,22.4178,71.2,77,99,3.38
428,Berbera,SO,2022-01-30 19:43:58,10.4396,45.0143,74.8,65,21,8.32
429,Iki-Burul,RU,2022-01-30 19:43:58,45.8208,44.6472,30.54,90,74,7.52
430,Fairbanks,US,2022-01-30 19:40:45,64.8378,-147.7164,-20.4,72,20,0.0
431,Namtsy,RU,2022-01-30 19:43:59,62.7161,129.6658,-36.29,100,80,1.43
432,Hervey Bay,AU,2022-01-30 19:43:59,-25.2986,152.8535,71.71,87,37,9.48
433,Skjervoy,NO,2022-01-30 19:43:59,70.0311,20.9714,30.38,73,91,8.93
434,Mabaruma,GY,2022-01-30 19:43:59,8.2,-59.7833,83.05,58,30,7.83
435,Marawi,PH,2022-01-30 19:42:42,7.9986,124.2928,65.64,92,9,1.41
436,Kenora,CA,2022-01-30 19:44:00,49.8167,-94.4337,11.59,85,100,9.22
437,Fort Nelson,CA,2022-01-30 19:41:13,58.8053,-122.7002,0.99,78,100,6.91
438,Deputatskiy,RU,2022-01-30 19:44:00,69.3,139.9,-24.59,99,79,3.06
439,Port Macquarie,AU,2022-01-30 19:43:05,-31.4333,152.9167,69.89,90,15,3.06
440,Vallenar,CL,2022-01-30 19:42:34,-28.5708,-70.7581,81.32,34,0,11.16
441,Dondo,MZ,2022-01-30 19:44:01,-19.6094,34.7431,78.31,80,50,4.92
442,Chachapoyas,PE,2022-01-30 19:44:01,-6.2317,-77.869,69.85,41,89,6.85
443,Saint George,US,2022-01-30 19:44:01,37.1041,-113.5841,59.47,20,0,3.0
444,Harper,LR,2022-01-30 19:44:01,4.375,-7.7169,80.2,83,67,7.43
445,Taksimo,RU,2022-01-30 19:44:02,56.3444,114.8794,-18.9,94,85,1.7
446,Fare,PF,2022-01-30 19:44:02,-16.7,-151.0167,80.08,73,64,9.26
447,Yar-Sale,RU,2022-01-30 19:41:35,66.8333,70.8333,-1.25,95,100,7.65
448,Santa Marta,CO,2022-01-30 19:41:52,11.2408,-74.199,87.85,57,20,4.0
449,Kawalu,ID,2022-01-30 19:44:02,-7.3817,108.2082,72.19,97,100,2.59
450,Niono,ML,2022-01-30 19:44:03,14.2526,-5.993,80.55,11,5,10.6
451,Meulaboh,ID,2022-01-30 19:44:03,4.1363,96.1285,77.07,85,100,3.29
452,Flinders,AU,2022-01-30 19:44:03,-34.5833,150.8552,71.19,87,46,5.99
453,Dunedin,NZ,2022-01-30 19:43:41,-45.8742,170.5036,63.81,86,0,5.99
454,Nenton,GT,2022-01-30 19:44:03,15.8,-91.75,86.16,44,3,6.98
455,Axim,GH,2022-01-30 19:40:01,4.8699,-2.2405,79.9,81,100,8.79
456,Chopovychi,UA,2022-01-30 19:44:04,50.8332,28.9533,32.72,97,100,14.5
457,Thompson,CA,2022-01-30 19:44:04,55.7435,-97.8558,5.16,72,20,4.61
458,Chapais,CA,2022-01-30 19:44:04,49.7834,-74.8492,2.98,86,100,9.19
459,Vardo,NO,2022-01-30 19:44:05,70.3705,31.1107,28.38,80,75,5.75
460,Remedios,CU,2022-01-30 19:44:05,22.4947,-79.5458,65.32,49,19,12.62
461,Sakakah,SA,2022-01-30 19:44:05,29.9697,40.2064,53.17,42,100,13.78
462,Kargopol,RU,2022-01-30 19:44:06,61.5071,38.9456,12.81,95,100,6.22
463,Charters Towers,AU,2022-01-30 19:44:06,-20.1,146.2667,72.88,84,0,4.29
464,Gore,NZ,2022-01-30 19:45:06,-46.1028,168.9436,60.22,88,35,0.94
465,Los Llanos De Aridane,ES,2022-01-30 19:45:06,28.6585,-17.9182,60.55,85,8,4.0
466,Iqaluit,CA,2022-01-30 19:45:07,63.7506,-68.5145,-11.47,77,75,4.61
467,Oranjemund,NA,2022-01-30 19:45:07,-28.55,16.4333,67.75,81,94,8.59
468,Yatou,CN,2022-01-30 19:45:07,37.15,122.3833,29.71,58,2,4.47
469,Moroto,UG,2022-01-30 19:45:07,2.5345,34.6666,73.24,38,99,9.22
470,Jieshi,CN,2022-01-30 19:45:08,22.8134,115.8257,53.94,69,100,16.73
471,Doctor Juan Manuel Frutos,PY,2022-01-30 19:45:08,-25.3667,-55.8,95.36,23,1,2.55
472,Dunda,TZ,2022-01-30 19:45:08,-8.1167,34.25,65.25,94,100,1.43
473,Inuvik,CA,2022-01-30 19:45:09,68.3499,-133.7218,5.04,81,75,4.61
474,Teya,RU,2022-01-30 19:45:09,60.3778,92.6267,-8.19,100,99,2.75
475,Mosquera,CO,2022-01-30 19:43:49,4.7059,-74.2302,68.09,56,40,16.11
476,Kamenka,RU,2022-01-30 19:45:09,51.3223,42.7678,24.75,93,100,12.88
477,Aguimes,ES,2022-01-30 19:45:10,27.9054,-15.4461,61.43,68,0,2.3
478,Ust-Tsilma,RU,2022-01-30 19:45:10,65.441,52.1498,11.64,95,100,5.84
479,Margate,GB,2022-01-30 19:45:10,51.3813,1.3862,42.96,79,100,5.01
480,Debre Tabor,ET,2022-01-30 19:45:10,11.85,38.0167,54.95,63,64,2.8
481,Konch,IN,2022-01-30 19:45:11,25.9833,79.15,55.38,48,0,1.32
482,Kampene,CD,2022-01-30 19:45:11,-3.6,26.6667,71.53,87,100,2.73
483,Mantua,IT,2022-01-30 19:45:11,45.1667,10.7833,46.49,86,0,1.99
484,Liptovsky Hradok,SK,2022-01-30 19:45:11,49.0396,19.7234,34.02,96,100,8.99
485,Mudon,MM,2022-01-30 19:45:12,16.2578,97.7164,63.39,79,14,4.92
486,Ponazyrevo,RU,2022-01-30 19:45:12,58.3578,46.3142,7.93,98,92,4.63
487,Pasighat,IN,2022-01-30 19:45:12,28.0667,95.3333,52.47,62,23,3.65
488,Catamarca,AR,2022-01-30 19:45:13,-28.4696,-65.7852,93.78,39,9,3.0
489,Susanville,US,2022-01-30 19:45:13,40.4163,-120.653,47.8,50,0,3.0
490,Adet,ET,2022-01-30 19:45:13,11.2644,37.4888,59.94,58,56,6.24
491,Lakes Entrance,AU,2022-01-30 19:45:14,-37.8811,147.981,66.58,97,93,2.89
492,Matagami,CA,2022-01-30 19:45:14,49.7502,-77.6328,-2.09,71,75,9.22
493,Matane,CA,2022-01-30 19:45:14,48.8286,-67.522,15.22,78,100,18.03
494,Caruray,PH,2022-01-30 19:45:14,10.3094,119.0128,77.34,86,46,1.32
495,Magadan,RU,2022-01-30 19:45:15,59.5667,150.8,3.04,79,83,11.77
496,Phan Thiet,VN,2022-01-30 19:43:54,10.9333,108.1,73.94,84,100,7.43
497,Husavik,IS,2022-01-30 19:45:15,66.0449,-17.3389,24.71,76,25,22.06
498,San Pedro,PH,2022-01-30 19:40:31,14.35,121.0167,79.11,84,75,2.3
499,Kongwa,TZ,2022-01-30 19:45:15,-6.2,36.4167,67.19,93,100,3.13
500,Itarema,BR,2022-01-30 19:43:58,-2.9248,-39.9167,75.34,83,100,11.14
501,Bonthe,SL,2022-01-30 19:45:16,7.5264,-12.505,79.54,77,8,10.94
502,Hasaki,JP,2022-01-30 19:45:16,35.7333,140.8333,30.6,51,100,14.45
503,Port Moresby,PG,2022-01-30 19:45:16,-9.4431,147.1797,74.79,92,100,10.09
504,La Orilla,MX,2022-01-30 19:45:17,17.9833,-102.2333,83.86,50,0,8.97
505,Ipameri,BR,2022-01-30 19:45:17,-17.7219,-48.1597,74.93,82,84,8.12
506,Kingston,JM,2022-01-30 19:40:46,17.997,-76.7936,79.75,73,75,4.0
507,Kaka,TM,2022-01-30 19:45:17,37.3482,59.6143,41.5,61,0,6.76
508,Shimanovsk,RU,2022-01-30 19:45:17,52.0,127.7,-5.35,92,95,6.17
509,Claveria,PH,2022-01-30 19:46:18,18.6074,121.0832,72.16,87,95,17.69
510,Yellandu,IN,2022-01-30 19:46:18,17.6,80.3333,63.88,27,0,2.21
511,Arroyo,ES,2022-01-30 19:46:18,41.6096,-4.7969,44.08,46,0,2.62
512,Port Lavaca,US,2022-01-30 19:46:19,28.615,-96.6261,73.45,36,0,11.5
513,Bin Qirdan,TN,2022-01-30 19:46:19,33.1378,11.2197,53.89,44,0,5.5
514,Salalah,OM,2022-01-30 19:46:19,17.0151,54.0924,73.49,64,0,4.61
515,Pisco,PE,2022-01-30 19:46:19,-13.7,-76.2167,75.25,64,0,6.91
516,Mahibadhoo,MV,2022-01-30 19:46:20,3.7833,72.9667,82.24,75,100,11.86
517,Malkerns,SZ,2022-01-30 19:46:20,-26.5667,31.1833,68.4,96,100,2.82
518,Sioux Lookout,CA,2022-01-30 19:42:41,50.1001,-91.917,5.38,92,100,4.61
519,Tombouctou,ML,2022-01-30 19:46:20,20.0,-3.0,75.72,13,58,12.19
520,Noumea,NC,2022-01-30 19:46:21,-22.2763,166.4572,81.0,99,100,9.01
521,Dom Pedro,BR,2022-01-30 19:46:21,-4.4833,-44.45,78.28,93,38,2.68
522,Shahrud,IR,2022-01-30 19:46:21,36.4182,54.9763,32.95,46,0,5.17
523,Isangel,VU,2022-01-30 19:46:21,-19.55,169.2667,80.71,89,100,11.5
524,Victoria,HK,2022-01-30 19:46:03,22.2855,114.1577,59.32,76,90,1.99
525,Lompoc,US,2022-01-30 19:46:22,34.6391,-120.4579,71.85,40,0,0.0
526,Nanchang,CN,2022-01-30 19:46:22,28.6833,115.8833,40.68,76,100,5.39
527,Nicoya,CR,2022-01-30 19:41:55,10.1483,-85.452,87.35,39,10,14.27
528,Villamontes,BO,2022-01-30 19:46:23,-21.25,-63.5,95.2,25,0,5.99
529,Feijo,BR,2022-01-30 19:46:23,-8.1642,-70.3536,87.26,56,100,1.52
530,Dumas,US,2022-01-30 19:46:23,35.8656,-101.9732,61.03,14,0,10.36
531,Ascension,US,2022-01-30 19:46:24,30.2169,-90.9001,69.04,39,0,8.05
532,Gediz,TR,2022-01-30 19:46:24,39.0417,29.41,33.04,97,100,3.0
533,Khilok,RU,2022-01-30 19:46:24,51.3674,110.4676,-15.14,99,96,2.98
534,Ozinki,RU,2022-01-30 19:46:25,51.1786,49.6769,24.58,97,95,10.16
535,Dera Bugti,PK,2022-01-30 19:46:25,29.0307,69.151,59.49,29,0,5.32
536,Kupang,ID,2022-01-30 19:46:25,-10.1667,123.5833,80.06,83,100,14.92
537,Nelson Bay,AU,2022-01-30 19:46:25,-32.7167,152.15,73.0,96,53,4.56
538,Visnes,NO,2022-01-30 19:46:26,59.3556,5.2242,36.82,75,75,6.91
539,Tawau,MY,2022-01-30 19:46:26,4.2498,117.8871,75.33,94,91,3.0
540,Sao Raimundo Das Mangabeiras,BR,2022-01-30 19:46:26,-7.0219,-45.4811,78.84,84,62,3.98
541,Port Augusta,AU,2022-01-30 19:46:27,-32.5,137.7667,81.72,58,100,6.38
542,Nalut,LY,2022-01-30 19:42:40,30.3333,10.85,45.77,44,0,4.83
543,Leh,IN,2022-01-30 19:46:27,34.1667,77.5833,9.12,92,100,1.59
544,Buraydah,SA,2022-01-30 19:46:27,26.326,43.975,59.45,34,94,15.93
545,San Ramon De La Nueva Oran,AR,2022-01-30 19:46:28,-23.1322,-64.326,93.38,28,15,5.88
546,Handan,CN,2022-01-30 19:46:28,36.6006,114.4678,32.72,24,0,8.81
547,Mkushi,ZM,2022-01-30 19:46:29,-13.6202,29.3939,62.94,98,100,2.71
548,Tucuman,AR,2022-01-30 19:46:26,-26.8241,-65.2226,89.6,43,20,5.75
549,Okhotsk,RU,2022-01-30 19:46:29,59.3833,143.3,14.79,72,100,19.64
550,Erzin,TR,2022-01-30 19:46:29,36.9559,36.2,45.12,81,70,5.91
551,Comodoro Rivadavia,AR,2022-01-30 19:46:29,-45.8667,-67.5,60.66,31,40,19.57
552,Chingirlau,KZ,2022-01-30 19:46:30,51.095,54.0814,28.54,93,100,16.69
553,Yizheng,CN,2022-01-30 19:46:30,24.6706,103.4296,41.2,96,96,4.21
554,Sao Jose Da Coroa Grande,BR,2022-01-30 19:46:30,-8.8978,-35.1478,81.7,74,100,9.1
555,Taoudenni,ML,2022-01-30 19:47:30,22.6783,-3.9836,76.62,14,96,15.1
556,Celestun,MX,2022-01-30 19:47:31,20.8667,-90.4,72.01,49,3,11.07
557,Acajutla,SV,2022-01-30 19:47:31,13.5928,-89.8275,86.81,43,0,3.13
558,Cascais,PT,2022-01-30 19:45:45,38.6979,-9.4215,60.06,44,0,5.01
559,Matay,EG,2022-01-30 19:47:31,28.419,30.7792,52.39,42,12,7.07
560,Hudson Bay,CA,2022-01-30 19:46:28,52.85,-102.3842,30.43,85,84,5.86
561,Antanifotsy,MG,2022-01-30 19:47:32,-19.65,47.3167,60.85,89,86,2.8
562,San Marcos,US,2022-01-30 19:46:39,33.1434,-117.1661,74.48,29,0,1.01
563,Redmond,US,2022-01-30 19:46:45,47.674,-122.1215,51.35,85,100,1.99
564,Warrnambool,AU,2022-01-30 19:47:32,-38.3833,142.4833,65.8,91,85,3.98
565,Shymkent,KZ,2022-01-30 19:47:32,42.3,69.6,25.39,100,0,4.47
566,Santa Cruz Del Sur,CU,2022-01-30 19:47:33,20.7147,-77.9956,75.56,45,60,14.23
567,Kilgore,US,2022-01-30 19:47:33,32.3863,-94.8758,69.78,19,0,10.36
568,Hovd,MN,2022-01-30 19:47:33,48.0056,91.6419,-13.34,80,20,2.01
569,Ostersund,SE,2022-01-30 19:47:34,63.1792,14.6357,25.25,80,0,11.5
570,Teluk Nibung,ID,2022-01-30 19:47:34,3.001,99.8164,75.02,91,99,5.57
571,Khandyga,RU,2022-01-30 19:47:34,62.6667,135.6,-40.07,100,55,0.63
572,Zhezkazgan,KZ,2022-01-30 19:47:34,47.8043,67.7144,17.2,96,100,5.79
